channel_number,service_name,service_type,provider_name,video_type,service_id,pmt_pid,video_pid,audio_pid,pcr_pid,teletext_pid,satellite_type,ts_id,network_id,modulation,frequency,polarization,symbol_rate,fec,transport_spec,cas_type
43,hr-iNFO,RADIO,,SD,0x6F08,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
44,MDR1 SACHSEN,RADIO,,SD,0x6F0C,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
45,MDR S-ANHALT,RADIO,,SD,0x6F0D,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
46,MDR THÜRINGEN,RADIO,,SD,0x6F0E,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
47,MDR FIGARO,RADIO,,SD,0x6F0F,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
48,MDR JUMP,RADIO,,SD,0x6F10,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
49,MDR SPUTNIK,RADIO,,SD,0x6F11,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
50,MDR INFO,RADIO,,SD,0x6F12,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
51,MDR KLASSIK,RADIO,,SD,0x6F13,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
52,NDR 2,RADIO,,SD,0x6F15,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
53,NDR Kultur,RADIO,,SD,0x6F16,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
54,NDR Info,RADIO,,SD,0x6F17,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
55,N-JOY,RADIO,,SD,0x6F18,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
56,NDR 90.3,RADIO,,SD,0x6F19,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
57,NDR1WelleNord,RADIO,,SD,0x6F1A,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
58,NDR 1 Radio MV,RADIO,,SD,0x6F1B,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
59,NDR 1 Nieders.,RADIO,,SD,0x6F1C,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
60,NDR Info Spez.,RADIO,,SD,0x6F1D,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
61,NDR Blue,RADIO,,SD,0x6F1E,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
62,Bremen Eins,RADIO,,SD,0x6F20,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
63,Nordwestradio,RADIO,,SD,0x6F21,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
64,Bremen Vier,RADIO,,SD,0x6F22,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
65,Inforadio,RADIO,,SD,0x6F24,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
66,Kulturradio,RADIO,,SD,0x6F25,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
67,Antenne Brandenburg,RADIO,SD,0x6F26,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA,
68,RadioBERLIN 88.8,RADIO,SD,0x6F27,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA,
69,radioeins,RADIO,SD,0x6F28,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA,
70,Fritz,RADIO,SD,0x6F29,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA,
71,SR 1 Europawelle,RADIO,,SD,0x6F2D,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
72,SR 2 KulturRadio,RADIO,,SD,0x6F2E,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
73,SR 3 Saarlandwelle,RADIO,,SD,0x6F2F,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
74,SWR1 BW,RADIO,,SD,0x6F31,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
75,SWR1 RP,RADIO,,SD,0x6F32,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
76,SWR2,RADIO,,SD,0x6F33,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
77,SWR3,RADIO,,SD,0x6F34,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
78,SWR4 BW,RADIO,,SD,0x6F35,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
79,SWR4 RP,RADIO,,SD,0x6F36,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
80,DASDING,RADIO,,SD,0x6F37,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
81,SWRinfo,RADIO,,SD,0x6F38,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
82,1LIVE,RADIO,,SD,0x6F3B,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
83,WDR 2,RADIO,,SD,0x6F3C,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
84,WDR 3,RADIO,,SD,0x6F3D,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
85,WDR 4,RADIO,,SD,0x6F3E,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
86,WDR 5,RADIO,,SD,0x6F3F,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
87,WDR Funkhaus Europa,RADIO,,SD,0x6F40,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
88,1LIVE diggi,RADIO,,SD,0x6F41,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
89,KIRAKA,RADIO,,SD,0x6F42,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
90,WDR Event,RADIO,,SD,0x6F43,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0445,0x01,Sat,12265,H,27500,auto,DVB-S,FTA
91,Inselradio,RADIO,,SD,0x316B,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0459,0x01,Sat,12633,H,22000,auto,DVB-S,FTA
92,radio top40,RADIO,,SD,0x316C,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0459,0x01,Sat,12633,H,22000,auto,DVB-S,FTA
93,ffn digital,RADIO,,SD,0x316D,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0459,0x01,Sat,12633,H,22000,auto,DVB-S,FTA
94,Radio Paloma,RADIO,,SD,0x316E,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0459,0x01,Sat,12633,H,22000,auto,DVB-S,FTA
95,WRN Deutsch,RADIO,,SD,0x316F,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0459,0x01,Sat,12633,H,22000,auto,DVB-S,FTA
96,Radio Gloria,RADIO,,SD,0x3173,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0459,0x01,Sat,12633,H,22000,auto,DVB-S,FTA
97,HIT RADIO FFH,RADIO,,SD,0x3174,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0459,0x01,Sat,12633,H,22000,auto,DVB-S,FTA
98,planet radio,RADIO,,SD,0x3175,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0459,0x01,Sat,12633,H,22000,auto,DVB-S,FTA
99,harmony.fm,RADIO,,SD,0x3176,"	0x2000","	0x2000","	0x2000","	0x2000","	0x2000",Astra_1,0x0459,0x01,Sat,12633,H,22000,auto,DVB-S,FTA
